0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.0ð0.12,0.00,2.75,2.75
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,368.31,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,0.00,2.75,0.00
0.00,-359.88,2.75,0.00
0.00,-0.06,2.75,0.00
0.00,-0.06,2.75,0.00
0.00,-0.06,2.75,0.00
0.00,-0.06,2.75,0.00
0.00,0.00,2.75,0.00
0.00,2.69,2.75,0.00
0.00,4.81,0.42,-2.33
0.00,4.94,0.50,0.08
0.12,4.44,0.42,-0.08
0.00,6.44,0.42,0.00
0.00,8.63,0.50,0.08
0.00,5.94,0.58,0.08
0.00,3.56,0.67,0.08
0.00,2.19,0.75,0.08
0.00,-0.19,0.25,0.00
0.00,-0.19,0.25,0.00
0.00,-0.19,0.25,0.00
0.00,-0.19,0.25,0.00
0.00,-0.19,0.25,0.00
0.00,-0.19,0.2ÿ0
0.00,-0.19,0.25,0.00
0.00,-0.19,0.25,0.00
0.00,-0.19,0.25,0.00
0.00,-0.19,0.25,0.00
0.00,-0.19,0.25,0.00
0.00,-0.19,0.2ÿ0.00,0.00,0.25,0.25
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,368.63,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,-359.88,0.25,0.00
0.00,359.88,0.25,0.00
0.00,-359.94,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,359.94,0.25,0.00
0.00,-359.81,0.25,0.00
0.00,359.81,0.25,0.00
0.00,-359.94,0.25,0.00
0.00,0.00,0.25,0.00
0.00,0.00,0.25,0.00
0.00,359.94,0.25,0.00
0.00,-359.56,0.25,0.00
0.00,0.00,0.25,0.00
0.00,1.25,0.25,0.00
0.00,2.38,0.25,0.00
0.00,1.75,0.25,0.00
0.00,2.19,0.25,0.00
0.00,3.19,0.25,0.00
0.00,4.00,0.25,0.00
0.00,4.38,0.25,0.00
0.00,3.75,0.25,0.00
0.00,2.94,0.33,0.08
0.00,3.25,0.33,0.00
0.00,4.06,3.33,3.00
0.00,3.19,0.42,-2.92
0.00,7.19,0.33,-0.08
0.00,8.00,4.75,4.42
0.00,4.63,0.25,-4.50
0.00,5.00,0.33,0.08
0.00,1.25,0.33,0.00
0.00,4.00,0.25,-0.08
0.00,3.13,0.25,0.00
0.00,-0.37,0.33,0.08
0.00,0.00,0.25,-0.08
0.00,2.75,0.25,0.00
0.00,0.00,0.25,0.00
0.00,1.19,0.33,0.08
0.00,0.00,0.25,-0.08
0.12,-0.19,0.33,0.08
0.00,-1.00,0.33,0.00
0.00,-0.81,0.33,0.00
0.00,-1.69,0.33,0.00
0.00,-0.44,0.33,0.00
0.00,-0.94,0.33,0.00
0.00,0.00,0.25,0.00
