0.00,0.00,0.42,0.00
0.00,0.00,0.42,0.42
0.00,0.00,0.42,0.00
0.00,0.00,0.42,0.00
0.00,0.00,0.42,0.00
0.00,0.00,0.42,0.00
0.00,9.19,0.42,0.00
0.00,0.00,0.50,0.08
0.00,0.00,0.42,-0.08
0.00,0.00,0.50,0.08
0.00,0.00,0.42,-0.08
0.00,0.00,0.42,0.00
0.00,0.00,0.42,0.00
0.00,0.00,0.50,0.08
0.00,0.00,0.42,-0.08
0.00,0.00,0.42,0.00
0.00,0.00,0.42,0.00
0.00,0.00,0.50,0.08
0.00,0.00,0.42,-0.08
0.00,0.00,0.50,0.08
0.00,0.00,0.50,0.00
0.00,0.00,0.42,-0.08
0.00,0.00,0.50,0.08
0.00,0.00,0.50,0.00
0.00,0.00,0.42,-0.08
0.00,0.00,0.50,0.08
0.00,0.00,0.42,-0.08
0.00,0.00,0.50,0.08
0.00,0.00,0.50,0.00
0.00,-0.06,0.42,-0.08
0.00,-0.06,0.50,0.08
0.00,359.88,0.50,0.00
0.00,-360.00,0.42,-0.08
0.00,359.81,0.42,0.00
0.00,-0.12,0.42,0.00
0.00,-0.12,0.42,0.00
0.00,0.00,0.42,0.00
0.00,-0.12,0.42,0.00
0.00,-0.19,0.42,0.00
0.00,-0.19,0.42,0.00
0.00,-0.56,0.42,0.00
0.00,-2.44,0.42,0.00
0.00,-3.25,0.42,0.00
0.00,-3.56,0.42,0.00
0.00,-1.37,0.33,-0.08
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,-0.06,0.33,0.00
0.00,-0.63,0.33,0.00
0.00,-0.94,0.42,0.08
0.00,-1.37,0.33,-0.08
0.00,-0.50,0.33,0.00
0.00,-1.00,0.33,0.00
0.00,-1.63,0.33,0.00
0.00,-0.12,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
0.00,0.00,0.33,0.00
